id,cltv
89631,127531.3613
89632,47603.8499
89633,112399.8487
89634,108083.6335
89635,108083.6335
89636,127531.3613
89637,47603.8499
89638,108083.6335
89639,123379.1713
89640,127531.3613
89641,51156.17603
89642,51156.17603
89643,93832.81876
89644,151838.1986
89645,127531.3613
89646,151838.1986
89647,47603.8499
89648,47603.8499
89649,93832.81876
89650,108083.6335
89651,93832.81876
89652,108083.6335
89653,123379.1713
89654,112399.8487
89655,153235.3284
89656,93832.81876
89657,47603.8499
89658,123379.1713
89659,123379.1713
89660,127531.3613
89661,108083.6335
89662,127531.3613
89663,51156.17603
89664,51156.17603
89665,112399.8487
89666,51156.17603
89667,51156.17603
89668,153235.3284
89669,127531.3613
89670,153235.3284
89671,112399.8487
89672,108083.6335
89673,51156.17603
89674,127531.3613
89675,112399.8487
89676,51156.17603
89677,51156.17603
89678,127531.3613
89679,127531.3613
89680,47603.8499
89681,127531.3613
89682,47603.8499
89683,130315.1487
89684,93832.81876
89685,112399.8487
89686,51156.17603
89687,51156.17603
89688,127531.3613
89689,51156.17603
89690,112399.8487
89691,51156.17603
89692,112399.8487
89693,153235.3284
89694,127531.3613
89695,127531.3613
89696,112399.8487
89697,51156.17603
89698,123379.1713
89699,47603.8499
89700,47603.8499
89701,93832.81876
89702,127531.3613
89703,47603.8499
89704,127531.3613
89705,127531.3613
89706,93832.81876
89707,47603.8499
89708,127531.3613
89709,51156.17603
89710,112399.8487
89711,127531.3613
89712,112399.8487
89713,127531.3613
89714,153235.3284
89715,153235.3284
89716,51156.17603
89717,153235.3284
89718,108083.6335
89719,112399.8487
89720,61261.4673
89721,127531.3613
89722,47603.8499
89723,93832.81876
89724,108083.6335
89725,127531.3613
89726,47603.8499
89727,47603.8499
89728,51156.17603
89729,153235.3284
89730,93832.81876
89731,153235.3284
89732,47603.8499
89733,123379.1713
89734,112399.8487
89735,127531.3613
89736,93832.81876
89737,127531.3613
89738,51156.17603
89739,47603.8499
89740,127531.3613
89741,93832.81876
89742,108083.6335
89743,108083.6335
89744,47603.8499
89745,112399.8487
89746,51156.17603
89747,127531.3613
89748,112399.8487
89749,61261.4673
89750,108083.6335
89751,108083.6335
89752,47603.8499
89753,123379.1713
89754,127531.3613
89755,108083.6335
89756,51156.17603
89757,153235.3284
89758,127531.3613
89759,127531.3613
89760,51156.17603
89761,127531.3613
89762,108083.6335
89763,108083.6335
89764,108083.6335
89765,112399.8487
89766,151838.1986
89767,151838.1986
89768,93832.81876
89769,127531.3613
89770,61261.4673
89771,112399.8487
89772,112399.8487
89773,108083.6335
89774,153235.3284
89775,127531.3613
89776,108083.6335
89777,108083.6335
89778,153235.3284
89779,47603.8499
89780,51156.17603
89781,108083.6335
89782,112399.8487
89783,153235.3284
89784,93832.81876
89785,112399.8487
89786,123379.1713
89787,108083.6335
89788,153235.3284
89789,51156.17603
89790,112399.8487
89791,51156.17603
89792,127531.3613
89793,151838.1986
89794,153235.3284
89795,108083.6335
89796,51156.17603
89797,108083.6335
89798,47603.8499
89799,51156.17603
89800,108083.6335
89801,108083.6335
89802,151838.1986
89803,127531.3613
89804,108083.6335
89805,108083.6335
89806,123379.1713
89807,112399.8487
89808,51156.17603
89809,127531.3613
89810,108083.6335
89811,108083.6335
89812,51156.17603
89813,47603.8499
89814,51156.17603
89815,61261.4673
89816,130315.1487
89817,123379.1713
89818,51156.17603
89819,123379.1713
89820,47603.8499
89821,47603.8499
89822,51156.17603
89823,47603.8499
89824,130315.1487
89825,51156.17603
89826,112399.8487
89827,123379.1713
89828,127531.3613
89829,108083.6335
89830,47603.8499
89831,127531.3613
89832,93832.81876
89833,61261.4673
89834,108083.6335
89835,51156.17603
89836,127531.3613
89837,93832.81876
89838,47603.8499
89839,127531.3613
89840,127531.3613
89841,51156.17603
89842,61261.4673
89843,127531.3613
89844,47603.8499
89845,47603.8499
89846,127531.3613
89847,93832.81876
89848,47603.8499
89849,51156.17603
89850,51156.17603
89851,108083.6335
89852,127531.3613
89853,153235.3284
89854,130315.1487
89855,108083.6335
89856,153235.3284
89857,51156.17603
89858,108083.6335
89859,93832.81876
89860,51156.17603
89861,153235.3284
89862,108083.6335
89863,127531.3613
89864,93832.81876
89865,47603.8499
89866,130315.1487
89867,127531.3613
89868,51156.17603
89869,112399.8487
89870,153235.3284
89871,61261.4673
89872,112399.8487
89873,153235.3284
89874,93832.81876
89875,108083.6335
89876,127531.3613
89877,61261.4673
89878,51156.17603
89879,47603.8499
89880,47603.8499
89881,151838.1986
89882,153235.3284
89883,123379.1713
89884,108083.6335
89885,123379.1713
89886,108083.6335
89887,112399.8487
89888,127531.3613
89889,153235.3284
89890,108083.6335
89891,127531.3613
89892,47603.8499
89893,123379.1713
89894,47603.8499
89895,51156.17603
89896,112399.8487
89897,112399.8487
89898,51156.17603
89899,127531.3613
89900,93832.81876
89901,108083.6335
89902,127531.3613
89903,112399.8487
89904,93832.81876
89905,51156.17603
89906,130315.1487
89907,108083.6335
89908,47603.8499
89909,127531.3613
89910,127531.3613
89911,108083.6335
89912,108083.6335
89913,61261.4673
89914,108083.6335
89915,127531.3613
89916,108083.6335
89917,151838.1986
89918,112399.8487
89919,127531.3613
89920,51156.17603
89921,127531.3613
89922,127531.3613
89923,130315.1487
89924,108083.6335
89925,47603.8499
89926,61261.4673
89927,108083.6335
89928,153235.3284
89929,127531.3613
89930,108083.6335
89931,153235.3284
89932,123379.1713
89933,47603.8499
89934,123379.1713
89935,108083.6335
89936,51156.17603
89937,108083.6335
89938,127531.3613
89939,127531.3613
89940,47603.8499
89941,153235.3284
89942,123379.1713
89943,153235.3284
89944,123379.1713
89945,108083.6335
89946,93832.81876
89947,127531.3613
89948,112399.8487
89949,123379.1713
89950,93832.81876
89951,61261.4673
89952,112399.8487
89953,127531.3613
89954,108083.6335
89955,108083.6335
89956,108083.6335
89957,47603.8499
89958,93832.81876
89959,93832.81876
89960,153235.3284
89961,51156.17603
89962,112399.8487
89963,51156.17603
89964,108083.6335
89965,123379.1713
89966,123379.1713
89967,108083.6335
89968,127531.3613
89969,108083.6335
89970,153235.3284
89971,47603.8499
89972,127531.3613
89973,51156.17603
89974,123379.1713
89975,153235.3284
89976,47603.8499
89977,93832.81876
89978,127531.3613
89979,93832.81876
89980,127531.3613
89981,51156.17603
89982,153235.3284
89983,61261.4673
89984,153235.3284
89985,127531.3613
89986,151838.1986
89987,51156.17603
89988,51156.17603
89989,47603.8499
89990,127531.3613
89991,108083.6335
89992,127531.3613
89993,127531.3613
89994,51156.17603
89995,51156.17603
89996,47603.8499
89997,127531.3613
89998,47603.8499
89999,153235.3284
90000,47603.8499
90001,51156.17603
90002,127531.3613
90003,112399.8487
90004,127531.3613
90005,130315.1487
90006,51156.17603
90007,127531.3613
90008,127531.3613
90009,51156.17603
90010,51156.17603
90011,51156.17603
90012,112399.8487
90013,153235.3284
90014,153235.3284
90015,51156.17603
90016,93832.81876
90017,130315.1487
90018,93832.81876
90019,47603.8499
90020,51156.17603
90021,127531.3613
90022,47603.8499
90023,153235.3284
90024,112399.8487
90025,127531.3613
90026,123379.1713
90027,123379.1713
90028,51156.17603
90029,51156.17603
90030,51156.17603
90031,153235.3284
90032,47603.8499
90033,112399.8487
90034,93832.81876
90035,123379.1713
90036,123379.1713
90037,51156.17603
90038,93832.81876
90039,51156.17603
90040,153235.3284
90041,51156.17603
90042,112399.8487
90043,127531.3613
90044,112399.8487
90045,153235.3284
90046,61261.4673
90047,127531.3613
90048,127531.3613
90049,51156.17603
90050,153235.3284
90051,47603.8499
90052,51156.17603
90053,51156.17603
90054,108083.6335
90055,51156.17603
90056,93832.81876
90057,51156.17603
90058,108083.6335
90059,127531.3613
90060,61261.4673
90061,127531.3613
90062,51156.17603
90063,51156.17603
90064,93832.81876
90065,51156.17603
90066,153235.3284
90067,127531.3613
90068,112399.8487
90069,123379.1713
90070,93832.81876
90071,61261.4673
90072,151838.1986
90073,130315.1487
90074,51156.17603
90075,47603.8499
90076,51156.17603
90077,153235.3284
90078,108083.6335
90079,51156.17603
90080,51156.17603
90081,127531.3613
90082,47603.8499
90083,112399.8487
90084,127531.3613
90085,112399.8487
90086,123379.1713
90087,153235.3284
90088,153235.3284
90089,51156.17603
90090,51156.17603
90091,51156.17603
90092,153235.3284
90093,47603.8499
90094,61261.4673
90095,61261.4673
90096,93832.81876
90097,151838.1986
90098,108083.6335
90099,51156.17603
90100,51156.17603
90101,123379.1713
90102,61261.4673
90103,123379.1713
90104,123379.1713
90105,153235.3284
90106,112399.8487
90107,51156.17603
90108,51156.17603
90109,47603.8499
90110,108083.6335
90111,108083.6335
90112,112399.8487
90113,108083.6335
90114,61261.4673
90115,93832.81876
90116,153235.3284
90117,108083.6335
90118,127531.3613
90119,108083.6335
90120,123379.1713
90121,51156.17603
90122,123379.1713
90123,47603.8499
90124,93832.81876
90125,153235.3284
90126,127531.3613
90127,108083.6335
90128,51156.17603
90129,108083.6335
90130,112399.8487
90131,112399.8487
90132,151838.1986
90133,127531.3613
90134,51156.17603
90135,47603.8499
90136,112399.8487
90137,47603.8499
90138,108083.6335
90139,112399.8487
90140,108083.6335
90141,61261.4673
90142,153235.3284
90143,123379.1713
90144,61261.4673
90145,51156.17603
90146,153235.3284
90147,123379.1713
90148,47603.8499
90149,47603.8499
90150,47603.8499
90151,93832.81876
90152,51156.17603
90153,93832.81876
90154,51156.17603
90155,108083.6335
90156,130315.1487
90157,108083.6335
90158,108083.6335
90159,51156.17603
90160,127531.3613
90161,153235.3284
90162,153235.3284
90163,153235.3284
90164,51156.17603
90165,51156.17603
90166,153235.3284
90167,61261.4673
90168,47603.8499
90169,51156.17603
90170,51156.17603
90171,108083.6335
90172,51156.17603
90173,123379.1713
90174,112399.8487
90175,153235.3284
90176,127531.3613
90177,47603.8499
90178,127531.3613
90179,93832.81876
90180,112399.8487
90181,51156.17603
90182,51156.17603
90183,151838.1986
90184,123379.1713
90185,108083.6335
90186,153235.3284
90187,112399.8487
90188,153235.3284
90189,127531.3613
90190,51156.17603
90191,108083.6335
90192,61261.4673
90193,123379.1713
90194,93832.81876
90195,127531.3613
90196,47603.8499
90197,47603.8499
90198,93832.81876
90199,108083.6335
90200,51156.17603
90201,47603.8499
90202,127531.3613
90203,153235.3284
90204,127531.3613
90205,108083.6335
90206,112399.8487
90207,127531.3613
90208,108083.6335
90209,61261.4673
90210,127531.3613
90211,51156.17603
90212,153235.3284
90213,123379.1713
90214,108083.6335
90215,47603.8499
90216,127531.3613
90217,127531.3613
90218,112399.8487
90219,123379.1713
90220,153235.3284
90221,123379.1713
90222,130315.1487
90223,127531.3613
90224,51156.17603
90225,47603.8499
90226,108083.6335
90227,51156.17603
90228,47603.8499
90229,127531.3613
90230,51156.17603
90231,51156.17603
90232,123379.1713
90233,51156.17603
90234,123379.1713
90235,127531.3613
90236,47603.8499
90237,127531.3613
90238,112399.8487
90239,51156.17603
90240,93832.81876
90241,108083.6335
90242,51156.17603
90243,47603.8499
90244,51156.17603
90245,51156.17603
90246,51156.17603
90247,127531.3613
90248,47603.8499
90249,123379.1713
90250,153235.3284
90251,108083.6335
90252,112399.8487
90253,112399.8487
90254,123379.1713
90255,127531.3613
90256,61261.4673
90257,112399.8487
90258,47603.8499
90259,123379.1713
90260,123379.1713
90261,108083.6335
90262,112399.8487
90263,112399.8487
90264,127531.3613
90265,127531.3613
90266,93832.81876
90267,127531.3613
90268,123379.1713
90269,127531.3613
90270,153235.3284
90271,153235.3284
90272,127531.3613
90273,123379.1713
90274,47603.8499
90275,93832.81876
90276,51156.17603
90277,108083.6335
90278,123379.1713
90279,127531.3613
90280,51156.17603
90281,93832.81876
90282,153235.3284
90283,47603.8499
90284,93832.81876
90285,51156.17603
90286,108083.6335
90287,93832.81876
90288,47603.8499
90289,47603.8499
90290,127531.3613
90291,51156.17603
90292,51156.17603
90293,61261.4673
90294,93832.81876
90295,51156.17603
90296,47603.8499
90297,127531.3613
90298,51156.17603
90299,123379.1713
90300,51156.17603
90301,47603.8499
90302,93832.81876
90303,112399.8487
90304,108083.6335
90305,51156.17603
90306,127531.3613
90307,112399.8487
90308,130315.1487
90309,61261.4673
90310,61261.4673
90311,123379.1713
90312,108083.6335
90313,93832.81876
90314,112399.8487
90315,153235.3284
90316,108083.6335
90317,108083.6335
90318,153235.3284
90319,127531.3613
90320,108083.6335
90321,51156.17603
90322,108083.6335
90323,108083.6335
90324,93832.81876
90325,47603.8499
90326,61261.4673
90327,47603.8499
90328,51156.17603
90329,127531.3613
90330,127531.3613
90331,112399.8487
90332,108083.6335
90333,51156.17603
90334,51156.17603
90335,108083.6335
90336,47603.8499
90337,108083.6335
90338,51156.17603
90339,127531.3613
90340,51156.17603
90341,153235.3284
90342,127531.3613
90343,51156.17603
90344,112399.8487
90345,112399.8487
90346,127531.3613
90347,127531.3613
90348,47603.8499
90349,153235.3284
90350,127531.3613
90351,108083.6335
90352,123379.1713
90353,153235.3284
90354,61261.4673
90355,127531.3613
90356,47603.8499
90357,93832.81876
90358,61261.4673
90359,51156.17603
90360,153235.3284
90361,108083.6335
90362,51156.17603
90363,93832.81876
90364,127531.3613
90365,47603.8499
90366,127531.3613
90367,127531.3613
90368,108083.6335
90369,127531.3613
90370,93832.81876
90371,127531.3613
90372,153235.3284
90373,93832.81876
90374,127531.3613
90375,112399.8487
90376,112399.8487
90377,47603.8499
90378,51156.17603
90379,108083.6335
90380,108083.6335
90381,153235.3284
90382,108083.6335
90383,151838.1986
90384,123379.1713
90385,127531.3613
90386,112399.8487
90387,127531.3613
90388,130315.1487
90389,127531.3613
90390,51156.17603
90391,51156.17603
90392,108083.6335
90393,108083.6335
90394,123379.1713
90395,127531.3613
90396,47603.8499
90397,123379.1713
90398,153235.3284
90399,47603.8499
90400,153235.3284
90401,112399.8487
90402,151838.1986
90403,112399.8487
90404,127531.3613
90405,127531.3613
90406,153235.3284
90407,108083.6335
90408,127531.3613
90409,127531.3613
90410,51156.17603
90411,127531.3613
90412,153235.3284
90413,93832.81876
90414,108083.6335
90415,112399.8487
90416,51156.17603
90417,112399.8487
90418,51156.17603
90419,123379.1713
90420,123379.1713
90421,108083.6335
90422,51156.17603
90423,112399.8487
90424,123379.1713
90425,127531.3613
90426,123379.1713
90427,93832.81876
90428,47603.8499
90429,51156.17603
90430,127531.3613
90431,127531.3613
90432,93832.81876
90433,112399.8487
90434,127531.3613
90435,127531.3613
90436,51156.17603
90437,108083.6335
90438,51156.17603
90439,93832.81876
90440,93832.81876
90441,51156.17603
90442,51156.17603
90443,153235.3284
90444,153235.3284
90445,51156.17603
90446,51156.17603
90447,93832.81876
90448,123379.1713
90449,153235.3284
90450,123379.1713
90451,47603.8499
90452,153235.3284
90453,47603.8499
90454,153235.3284
90455,108083.6335
90456,51156.17603
90457,127531.3613
90458,108083.6335
90459,112399.8487
90460,61261.4673
90461,51156.17603
90462,61261.4673
90463,112399.8487
90464,127531.3613
90465,127531.3613
90466,130315.1487
90467,153235.3284
90468,47603.8499
90469,108083.6335
90470,108083.6335
90471,108083.6335
90472,108083.6335
90473,51156.17603
90474,93832.81876
90475,47603.8499
90476,51156.17603
90477,51156.17603
90478,127531.3613
90479,51156.17603
90480,127531.3613
90481,112399.8487
90482,108083.6335
90483,61261.4673
90484,127531.3613
90485,127531.3613
90486,153235.3284
90487,51156.17603
90488,127531.3613
90489,127531.3613
90490,112399.8487
90491,108083.6335
90492,51156.17603
90493,108083.6335
90494,127531.3613
90495,61261.4673
90496,51156.17603
90497,93832.81876
90498,51156.17603
90499,112399.8487
90500,51156.17603
90501,93832.81876
90502,112399.8487
90503,61261.4673
90504,47603.8499
90505,153235.3284
90506,153235.3284
90507,123379.1713
90508,153235.3284
90509,51156.17603
90510,130315.1487
90511,127531.3613
90512,51156.17603
90513,112399.8487
90514,47603.8499
90515,112399.8487
90516,108083.6335
90517,47603.8499
90518,47603.8499
90519,112399.8487
90520,93832.81876
90521,51156.17603
90522,108083.6335
90523,108083.6335
90524,108083.6335
90525,127531.3613
90526,51156.17603
90527,108083.6335
90528,123379.1713
90529,93832.81876
90530,51156.17603
90531,112399.8487
90532,127531.3613
90533,153235.3284
90534,108083.6335
90535,47603.8499
90536,153235.3284
90537,51156.17603
90538,61261.4673
90539,51156.17603
90540,112399.8487
90541,108083.6335
90542,108083.6335
90543,108083.6335
90544,153235.3284
90545,51156.17603
90546,51156.17603
90547,153235.3284
90548,93832.81876
90549,112399.8487
90550,153235.3284
90551,127531.3613
90552,127531.3613
90553,127531.3613
90554,130315.1487
90555,108083.6335
90556,47603.8499
90557,93832.81876
90558,108083.6335
90559,51156.17603
90560,127531.3613
90561,47603.8499
90562,127531.3613
90563,127531.3613
90564,93832.81876
90565,93832.81876
90566,51156.17603
90567,127531.3613
90568,123379.1713
90569,127531.3613
90570,108083.6335
90571,130315.1487
90572,127531.3613
90573,112399.8487
90574,112399.8487
90575,127531.3613
90576,51156.17603
90577,47603.8499
90578,123379.1713
90579,51156.17603
90580,93832.81876
90581,127531.3613
90582,112399.8487
90583,108083.6335
90584,153235.3284
90585,127531.3613
90586,108083.6335
90587,51156.17603
90588,47603.8499
90589,130315.1487
90590,47603.8499
90591,108083.6335
90592,127531.3613
90593,123379.1713
90594,112399.8487
90595,127531.3613
90596,112399.8487
90597,127531.3613
90598,127531.3613
90599,61261.4673
90600,112399.8487
90601,108083.6335
90602,123379.1713
90603,108083.6335
90604,51156.17603
90605,108083.6335
90606,108083.6335
90607,51156.17603
90608,130315.1487
90609,123379.1713
90610,93832.81876
90611,112399.8487
90612,108083.6335
90613,112399.8487
90614,47603.8499
90615,153235.3284
90616,153235.3284
90617,108083.6335
90618,123379.1713
90619,93832.81876
90620,153235.3284
90621,47603.8499
90622,127531.3613
90623,123379.1713
90624,47603.8499
90625,93832.81876
90626,51156.17603
90627,93832.81876
90628,127531.3613
90629,51156.17603
90630,51156.17603
90631,112399.8487
90632,47603.8499
90633,93832.81876
90634,93832.81876
90635,112399.8487
90636,93832.81876
90637,51156.17603
90638,127531.3613
90639,153235.3284
90640,51156.17603
90641,127531.3613
90642,93832.81876
90643,127531.3613
90644,51156.17603
90645,108083.6335
90646,61261.4673
90647,51156.17603
90648,108083.6335
90649,51156.17603
90650,127531.3613
90651,108083.6335
90652,127531.3613
90653,130315.1487
90654,153235.3284
90655,127531.3613
90656,127531.3613
90657,51156.17603
90658,51156.17603
90659,123379.1713
90660,51156.17603
90661,153235.3284
90662,51156.17603
90663,108083.6335
90664,93832.81876
90665,130315.1487
90666,51156.17603
90667,47603.8499
90668,108083.6335
90669,47603.8499
90670,51156.17603
90671,127531.3613
90672,123379.1713
90673,93832.81876
90674,127531.3613
90675,47603.8499
90676,47603.8499
90677,130315.1487
90678,47603.8499
90679,153235.3284
90680,51156.17603
90681,127531.3613
90682,130315.1487
90683,93832.81876
90684,127531.3613
90685,51156.17603
90686,127531.3613
90687,108083.6335
90688,51156.17603
90689,51156.17603
90690,108083.6335
90691,108083.6335
90692,127531.3613
90693,123379.1713
90694,108083.6335
90695,127531.3613
90696,127531.3613
90697,51156.17603
90698,93832.81876
90699,47603.8499
90700,51156.17603
90701,108083.6335
90702,112399.8487
90703,153235.3284
90704,123379.1713
90705,153235.3284
90706,108083.6335
90707,127531.3613
90708,123379.1713
90709,153235.3284
90710,127531.3613
90711,51156.17603
90712,123379.1713
90713,151838.1986
90714,112399.8487
90715,112399.8487
90716,112399.8487
90717,153235.3284
90718,61261.4673
90719,51156.17603
90720,112399.8487
90721,108083.6335
90722,51156.17603
90723,123379.1713
90724,51156.17603
90725,127531.3613
90726,108083.6335
90727,51156.17603
90728,93832.81876
90729,93832.81876
90730,51156.17603
90731,93832.81876
90732,112399.8487
90733,51156.17603
90734,127531.3613
90735,108083.6335
90736,123379.1713
90737,108083.6335
90738,153235.3284
90739,130315.1487
90740,153235.3284
90741,153235.3284
90742,123379.1713
90743,108083.6335
90744,153235.3284
90745,93832.81876
90746,51156.17603
90747,108083.6335
90748,51156.17603
90749,47603.8499
90750,112399.8487
90751,61261.4673
90752,108083.6335
90753,61261.4673
90754,153235.3284
90755,93832.81876
90756,127531.3613
90757,51156.17603
90758,153235.3284
90759,123379.1713
90760,127531.3613
90761,108083.6335
90762,47603.8499
90763,112399.8487
90764,51156.17603
90765,51156.17603
90766,51156.17603
90767,127531.3613
90768,47603.8499
90769,130315.1487
90770,127531.3613
90771,93832.81876
90772,108083.6335
90773,112399.8487
90774,93832.81876
90775,112399.8487
90776,51156.17603
90777,108083.6335
90778,127531.3613
90779,123379.1713
90780,47603.8499
90781,151838.1986
90782,127531.3613
90783,51156.17603
90784,123379.1713
90785,61261.4673
90786,127531.3613
90787,93832.81876
90788,112399.8487
90789,51156.17603
90790,61261.4673
90791,61261.4673
90792,127531.3613
90793,151838.1986
90794,47603.8499
90795,51156.17603
90796,47603.8499
90797,108083.6335
90798,123379.1713
90799,112399.8487
90800,47603.8499
90801,108083.6335
90802,51156.17603
90803,123379.1713
90804,61261.4673
90805,127531.3613
90806,47603.8499
90807,153235.3284
90808,108083.6335
90809,51156.17603
90810,127531.3613
90811,153235.3284
90812,127531.3613
90813,123379.1713
90814,51156.17603
90815,51156.17603
90816,108083.6335
90817,108083.6335
90818,127531.3613
90819,51156.17603
90820,127531.3613
90821,47603.8499
90822,127531.3613
90823,108083.6335
90824,153235.3284
90825,108083.6335
90826,123379.1713
90827,153235.3284
90828,108083.6335
90829,108083.6335
90830,47603.8499
90831,127531.3613
90832,47603.8499
90833,51156.17603
90834,51156.17603
90835,123379.1713
90836,47603.8499
90837,108083.6335
90838,127531.3613
90839,51156.17603
90840,108083.6335
90841,127531.3613
90842,47603.8499
90843,108083.6335
90844,123379.1713
90845,51156.17603
90846,123379.1713
90847,123379.1713
90848,108083.6335
90849,108083.6335
90850,127531.3613
90851,153235.3284
90852,51156.17603
90853,123379.1713
90854,93832.81876
90855,51156.17603
90856,127531.3613
90857,123379.1713
90858,51156.17603
90859,123379.1713
90860,108083.6335
90861,153235.3284
90862,93832.81876
90863,93832.81876
90864,51156.17603
90865,127531.3613
90866,127531.3613
90867,51156.17603
90868,127531.3613
90869,127531.3613
90870,61261.4673
90871,153235.3284
90872,153235.3284
90873,51156.17603
90874,51156.17603
90875,108083.6335
90876,153235.3284
90877,51156.17603
90878,108083.6335
90879,93832.81876
90880,108083.6335
90881,108083.6335
90882,127531.3613
90883,151838.1986
90884,123379.1713
90885,127531.3613
90886,127531.3613
90887,47603.8499
90888,123379.1713
90889,123379.1713
90890,127531.3613
90891,61261.4673
90892,153235.3284
90893,127531.3613
90894,123379.1713
90895,153235.3284
90896,108083.6335
90897,108083.6335
90898,51156.17603
90899,61261.4673
90900,127531.3613
90901,127531.3613
90902,61261.4673
90903,108083.6335
90904,108083.6335
90905,123379.1713
90906,61261.4673
90907,61261.4673
90908,108083.6335
90909,93832.81876
90910,123379.1713
90911,127531.3613
90912,51156.17603
90913,130315.1487
90914,51156.17603
90915,51156.17603
90916,108083.6335
90917,127531.3613
90918,47603.8499
90919,127531.3613
90920,123379.1713
90921,51156.17603
90922,51156.17603
90923,127531.3613
90924,108083.6335
90925,51156.17603
90926,47603.8499
90927,51156.17603
90928,112399.8487
90929,51156.17603
90930,127531.3613
90931,93832.81876
90932,123379.1713
90933,108083.6335
90934,93832.81876
90935,108083.6335
90936,153235.3284
90937,51156.17603
90938,112399.8487
90939,127531.3613
90940,153235.3284
90941,61261.4673
90942,153235.3284
90943,47603.8499
90944,108083.6335
90945,127531.3613
90946,112399.8487
